gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,3,21.5,141.6,0
1,0,1,0,1,1,2,1,0,0,0,2,0,0,0,1,0,81.15,251.75,1
0,0,0,0,9,1,0,1,0,2,2,2,0,2,0,1,2,95.7,999.9,0
0,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,2,29.95,131.05,1
1,0,0,0,25,1,2,0,0,0,2,2,0,0,0,0,2,60.95,1611.65,0
0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,20.95,19.45,1
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,2,47.05,402.6,1
1,0,1,0,57,0,1,0,0,2,0,0,0,2,0,1,0,42.55,2452.7,1
0,1,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,21.55,91.45,0
1,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,25.95,1730.65,0
1,0,1,0,49,1,2,0,0,0,0,2,2,2,2,1,0,76.7,3901.25,0
1,0,1,0,29,1,2,1,0,2,2,0,2,0,0,0,2,95.3,3019.5,1
0,0,1,1,67,1,2,1,2,2,2,2,2,2,2,0,1,114.75,7895.15,0
1,1,0,0,0,1,0,1,0,2,2,2,0,2,0,1,1,96.6,180.25,1
0,0,0,0,9,1,0,0,0,0,0,2,2,2,0,0,3,72.0,829.3,0
1,0,0,0,55,0,1,0,0,2,0,0,2,0,0,1,2,40.8,2111.45,1
0,0,1,0,44,1,2,1,0,2,0,2,2,2,1,1,2,104.65,4594.65,0
1,0,1,1,5,1,0,1,0,0,0,0,0,0,0,1,0,71.45,529.5,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21.7,20.2,0
0,0,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,99.15,3207.55,1
0,1,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,86.15,3541.35,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21.15,19.65,1
0,1,0,0,12,1,2,1,0,2,0,0,0,0,0,1,2,80.45,1101.85,1
1,0,1,0,35,1,2,0,2,0,0,0,0,0,0,1,3,56.55,2030.75,0
0,0,1,1,43,1,2,2,1,1,1,1,1,1,2,1,0,26.15,1138.8,0
0,0,0,0,34,1,0,0,2,2,2,2,0,2,1,1,3,77.05,2680.15,0
0,0,1,1,28,1,2,2,1,1,1,1,1,1,2,1,3,26.6,789.55,0
0,0,0,0,9,1,0,0,2,0,0,2,0,0,1,1,3,56.1,617.85,0
0,0,1,1,12,1,0,1,0,0,0,0,0,2,0,1,0,82.4,1152.8,0
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,71.95,70.45,1
1,0,0,0,33,1,2,0,2,0,2,0,0,0,0,1,2,61.1,2094.9,0
0,0,0,0,17,0,1,0,0,2,0,0,0,2,0,1,2,41.2,710.05,0
1,1,0,0,22,1,0,1,0,0,0,0,0,0,0,0,1,71.5,1732.6,0
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,21.45,147.5,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,0,22.15,93.55,0
0,0,0,1,33,1,2,0,0,0,0,0,0,0,0,0,3,51.65,1655.35,0
1,0,1,0,7,0,1,0,0,0,0,0,0,0,1,0,0,25.6,259.8,1
0,0,0,0,42,1,2,0,0,0,0,0,0,0,0,1,3,51.65,2139.1,0
0,1,1,0,63,1,0,1,2,2,2,0,0,2,0,0,2,95.9,6126.15,0
1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,0,0,83.8,5815.15,0
0,1,0,0,38,1,0,1,2,2,0,0,0,0,0,1,1,80.7,3233.85,1
1,0,0,0,22,1,2,1,0,2,0,0,2,0,0,1,1,92.05,2282.55,1
0,0,0,0,10,1,2,1,0,2,0,0,0,2,0,1,2,90.65,1057.55,0
0,0,1,1,15,1,2,1,0,0,2,0,2,0,0,0,2,89.75,1460.65,1
0,0,1,1,31,1,2,0,0,0,2,2,2,2,1,1,2,80.65,2531.4,0
0,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,0,21.3,196.75,0
0,0,1,0,65,1,2,0,2,2,2,0,0,0,2,0,3,67.15,4322.85,0
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,47.5,46.0,1
0,0,1,0,41,1,2,0,2,2,0,2,2,2,2,0,1,87.95,3574.5,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45.35,43.85,0
0,0,0,0,54,1,0,0,2,0,2,2,0,0,1,1,1,61.75,3282.75,0
1,0,1,1,54,0,1,0,2,2,0,2,2,0,1,1,3,53.5,2884.9,0
0,0,1,0,22,1,0,0,0,2,0,0,2,2,0,1,0,70.95,1614.05,0
0,0,0,0,34,0,1,0,2,2,2,2,0,2,2,1,3,54.6,1901.25,0
0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,1,1,62.7,125.95,0
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,2,22.05,1432.55,0
0,0,1,1,49,1,0,0,2,2,0,2,0,2,1,1,1,71.25,3562.5,0
1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2,77.4,75.9,1
1,1,1,0,67,0,1,0,2,2,0,0,2,2,2,0,1,58.05,3952.65,0
1,0,0,0,54,1,2,0,2,2,0,2,0,0,1,1,0,66.15,3665.55,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,77.05,413.65,1
0,0,1,0,69,0,1,0,0,2,2,2,2,2,2,0,0,59.75,4145.9,0
1,0,0,0,65,0,1,0,2,0,0,2,2,0,2,0,2,45.4,3097.2,0
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,21.55,20.05,0
1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,1,2,71.65,931.75,0
1,0,0,1,1,1,0,0,0,0,0,2,2,2,0,0,3,72.2,225.65,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,71.25,144.55,1
1,0,1,1,42,1,0,2,1,1,1,1,1,1,1,0,0,21.5,860.85,0
0,0,1,1,15,1,0,1,0,0,2,2,2,2,1,0,0,100.1,1704.95,1
1,0,1,0,70,1,2,1,0,2,2,0,2,2,2,1,0,105.25,7346.2,0
0,0,1,1,32,1,0,2,1,1,1,1,1,1,0,0,3,22.15,716.4,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,1,21.2,340.35,0
0,0,1,0,69,1,0,2,1,1,1,1,1,1,2,1,0,22.4,1493.2,0
1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,0,21.55,902.0,0
1,1,1,0,23,1,2,1,2,0,0,0,0,2,1,1,2,90.55,2177.45,1
0,0,0,0,7,1,0,1,2,0,0,0,0,0,0,1,2,76.35,708.2,0
1,0,1,1,69,1,2,0,2,2,0,2,0,0,1,1,1,68.35,4748.7,0
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,25.75,1732.95,0
0,0,0,0,6,1,2,1,0,0,0,0,2,0,0,1,2,88.55,762.1,1
1,0,1,0,33,1,0,0,2,2,2,0,0,0,0,0,3,62.5,2130.45,0
1,0,0,0,36,1,2,1,0,2,2,0,0,2,0,1,1,96.6,3691.2,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21.7,20.2,0
1,0,1,1,48,1,2,1,0,2,2,0,2,2,0,1,0,105.35,5017.9,1
0,0,1,1,68,1,2,1,2,2,2,0,2,2,1,1,1,109.65,7930.55,0
1,0,1,0,65,1,2,2,1,1,1,1,1,1,2,0,1,26.35,1583.5,0
0,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,21.5,599.3,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,21.95,42.45,0
1,0,0,1,49,1,0,0,0,0,0,2,0,0,1,0,1,49.35,2356.75,0
1,0,1,1,61,1,2,1,0,2,2,0,2,2,2,1,0,106.3,6597.25,0
0,0,1,1,68,1,2,1,2,2,2,0,2,2,1,1,1,109.65,7930.55,0
1,0,0,1,10,1,0,0,2,0,0,0,2,2,0,1,3,71.35,837.5,0
1,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,25.95,1730.65,0
0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,21.35,52.0,0
1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,51.7,109.25,0
1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,1,25.95,1513.6,0
0,0,1,1,2,1,0,1,0,0,0,0,2,0,0,1,3,80.4,299.75,0
1,0,1,1,70,1,0,1,2,2,2,2,2,2,2,0,0,113.45,8033.1,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,26.25,66.95,1
1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,76.45,151.75,0
1,0,0,0,23,1,0,0,2,2,0,2,2,2,0,1,3,80.5,1902.0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,71.55,70.05,1
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,1,21.75,873.4,0
0,0,1,0,12,1,0,2,1,1,1,1,1,1,2,0,3,21.9,292.4,0
0,0,1,1,12,1,2,1,0,0,0,2,2,0,0,1,2,93.15,1301.0,1
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,71.85,139.05,1
1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,72.0,294.2,0
0,0,1,0,70,1,2,1,2,0,0,0,0,0,2,0,0,81.95,5737.6,0
0,0,0,0,64,1,2,1,0,0,2,0,2,0,1,1,0,93.65,6056.9,0
0,0,0,0,26,1,2,1,0,2,0,0,0,2,0,1,2,91.45,2625.55,1
1,1,0,0,0,0,1,0,0,0,2,0,0,2,0,1,2,41.15,39.65,1
1,0,0,0,59,1,2,1,2,0,2,2,2,2,2,1,1,113.1,6876.05,1
1,0,1,1,70,1,0,0,2,0,2,2,2,2,2,1,2,82.3,5728.55,0
1,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,20.65,343.45,0
1,0,0,0,55,1,0,2,1,1,1,1,1,1,2,0,3,22.25,1118.8,0
1,0,0,0,49,1,2,0,2,2,2,2,2,0,1,1,1,82.65,4126.2,0
0,0,1,1,24,1,0,1,0,0,0,0,2,2,0,1,2,92.3,2361.8,1
1,0,1,0,2,1,2,1,0,0,0,0,0,0,0,1,2,76.15,301.4,1
1,0,1,1,7,0,1,0,0,2,0,0,0,0,0,1,2,31.45,248.95,1
0,1,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,72.05,2419.0,0
1,0,0,0,24,0,1,0,2,2,0,0,0,2,0,1,0,46.15,1156.55,0
0,0,0,0,6,1,2,1,0,0,0,0,2,0,0,1,2,88.55,762.1,1
1,0,1,1,31,1,0,0,2,0,2,0,2,2,1,0,1,76.25,2453.3,0
1,0,1,1,6,1,0,0,0,0,0,0,0,0,1,1,3,44.95,345.5,0
1,0,0,0,37,1,0,1,0,0,2,2,0,0,1,0,2,83.4,3219.75,0
1,0,0,0,70,1,0,2,1,1,1,1,1,1,2,1,1,21.3,1468.75,0
0,0,1,0,13,1,2,2,1,1,1,1,1,1,2,0,3,26.7,387.9,0
1,0,0,1,9,1,2,1,0,0,2,0,0,0,0,1,3,79.5,851.8,0
1,1,1,0,39,1,0,1,0,2,0,0,2,2,0,1,2,96.05,3851.45,0
0,0,0,0,9,1,0,0,2,0,2,0,0,2,0,0,0,65.55,733.95,0
1,1,1,0,69,0,1,0,0,2,2,0,2,2,0,1,0,53.8,3765.05,0
1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,81.0,79.5,1
0,0,0,1,39,1,2,1,0,2,0,0,2,0,0,1,0,90.0,3645.05,0
1,0,1,1,32,0,1,0,2,0,0,0,0,0,1,0,0,31.9,938.65,0
1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,0,26.3,1476.25,0
0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,117.95,8013.55,0
1,0,1,1,1,1,0,0,0,0,2,0,0,0,0,1,2,51.65,168.15,1
0,0,1,1,12,1,2,1,0,2,0,0,0,2,0,1,0,92.4,1259.0,1
1,0,0,0,32,0,1,0,0,0,0,0,0,0,0,1,0,26.55,852.7,0
0,1,0,0,13,1,0,1,0,2,0,0,0,0,0,1,1,76.8,1147.45,1
0,0,0,0,62,1,2,2,1,1,1,1,1,1,1,0,3,26.2,1642.75,0
1,0,1,0,40,1,2,1,2,0,2,0,0,2,0,1,2,95.9,4014.6,0
0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,21.15,708.8,0
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,21.35,119.3,0
1,0,1,1,55,1,0,1,0,2,2,0,2,2,1,1,1,99.05,5598.0,0
1,0,0,0,66,1,2,2,1,1,1,1,1,1,2,0,3,26.05,1657.4,0
1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,2,31.15,118.5,1
