gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,53,1,2,2,1,1,1,1,1,1,2,1,1,37.9,1725.4,0
1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,64.2,50.7,0
0,0,0,1,30,1,0,1,0,2,2,2,2,0,2,1,3,109.0,4627.85,1
1,0,0,0,2,1,0,0,2,0,2,0,0,2,0,0,1,77.9,1398.6,0
0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,98.7,474.8,1
1,0,1,0,29,1,0,0,0,2,2,0,2,2,2,0,2,87.1,3522.65,0
0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,88.6,1212.85,0
0,0,0,1,48,1,2,1,2,0,2,2,0,0,2,1,1,104.45,5930.05,0
1,0,0,0,25,1,0,1,2,0,0,0,0,0,0,1,2,88.7,3198.6,1
1,0,0,1,42,1,0,2,1,1,1,1,1,1,2,0,3,33.45,1189.9,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,33.7,55.7,0
1,0,0,0,17,1,2,1,2,0,2,2,2,2,2,1,2,122.45,4025.5,0
1,0,0,1,22,0,1,0,2,2,0,2,0,0,1,0,3,53.75,1564.05,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,44.05,30.55,0
1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,0,33.55,746.75,0
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,87.35,401.3,0
1,1,1,0,5,1,0,1,2,2,0,0,0,2,0,1,2,103.5,2024.1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,38.4,49.7,0
1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,1,2,33.9,930.45,1
1,0,0,0,0,1,2,1,0,0,0,2,2,0,0,1,2,103.45,1178.4,1
1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,75.55,118.3,1
0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,33.65,826.0,0
1,0,1,0,0,0,1,0,0,0,2,0,2,2,0,1,2,63.85,50.35,1
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,33.45,268.4,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,33.9,251.65,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,33.75,61.45,0
0,1,0,0,53,1,2,1,2,2,0,2,2,0,1,1,1,113.15,7181.25,0
0,0,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,83.75,2868.05,1
1,1,1,0,33,1,2,1,2,0,2,0,2,0,0,1,0,107.3,4750.95,1
1,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,2,91.95,330.05,1
1,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,2,114.9,4528.0,1
0,0,0,1,30,1,0,2,1,1,1,1,1,1,1,0,3,33.45,936.7,0
1,0,1,1,14,1,0,1,2,2,0,0,0,2,1,1,2,104.3,3023.85,0
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,82.85,451.1,1
1,0,1,1,0,1,2,0,0,2,2,2,2,0,0,1,2,86.3,930.05,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,2,1,3,33.1,561.15,0
1,0,1,1,36,1,2,0,0,0,2,0,0,2,2,0,1,76.85,3409.1,0
0,0,0,1,8,0,1,0,2,0,0,2,0,2,0,0,3,59.3,1147.0,0
0,1,1,0,36,1,0,1,0,0,2,2,2,2,1,1,2,112.6,5437.1,0
1,0,1,1,35,1,2,0,0,0,2,2,2,2,1,1,3,92.25,3942.45,0
0,0,1,1,43,0,1,0,2,2,0,2,0,2,1,1,0,64.2,3088.75,0
0,1,0,0,9,1,2,1,2,2,2,0,2,2,1,1,0,124.0,2857.6,0
1,0,1,1,0,1,0,1,0,0,0,0,2,2,0,0,2,104.1,1020.2,0
0,0,1,0,24,1,2,0,2,2,0,2,0,0,0,1,1,79.9,2727.8,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,33.65,20.15,1
1,0,0,0,4,1,2,1,0,2,0,0,2,2,0,1,2,114.15,2415.95,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,57.5,44.0,0
0,1,1,0,54,1,2,1,2,0,2,2,2,2,2,1,3,123.25,8075.35,0
0,0,0,0,0,1,0,1,2,2,0,2,0,0,0,1,2,99.75,181.65,1
1,0,1,1,0,1,0,1,2,0,0,0,0,2,0,0,2,97.55,1095.3,1
1,0,1,1,54,1,2,1,2,2,0,2,0,2,2,1,1,111.25,6991.6,0
0,0,0,0,37,1,0,1,0,2,2,0,0,0,0,1,2,95.05,4509.5,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,1,0,33.0,516.3,0
0,0,1,1,0,1,0,2,1,1,1,1,1,1,1,1,3,33.25,145.0,1
0,0,0,0,0,1,2,1,0,2,0,0,2,0,0,1,0,103.25,1052.4,1
0,1,1,0,19,1,0,1,0,0,2,2,2,0,0,0,2,103.5,3371.75,0
0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,2,43.35,29.85,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,84.6,71.1,1
1,0,1,0,29,1,0,2,1,1,1,1,1,1,1,0,0,33.4,942.95,0
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,33.85,617.35,0
1,0,1,1,54,1,2,0,2,0,2,2,0,0,2,1,1,80.0,4811.6,0
1,0,0,1,13,1,2,0,0,2,0,2,2,2,1,1,3,92.95,2587.7,1
1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,89.95,76.45,1
1,0,0,0,30,1,2,1,2,0,0,2,0,2,0,1,2,108.9,4445.3,0
1,0,1,1,48,1,0,0,2,2,2,2,2,0,1,1,2,88.6,5013.0,0
0,0,0,0,0,1,2,1,0,2,2,2,0,0,0,0,2,102.9,1132.35,1
0,1,1,0,0,0,1,0,0,0,0,0,2,2,0,0,2,58.8,528.45,0
0,0,0,1,8,1,2,0,0,0,0,0,0,0,0,1,3,63.0,1265.65,0
1,0,0,0,30,1,2,1,2,0,0,2,0,2,0,1,2,108.9,4445.3,0
0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,0,2,113.95,3096.9,0
0,1,0,0,47,0,1,0,0,2,2,0,2,2,2,1,0,67.0,3517.9,0
1,0,1,1,20,1,2,1,0,0,2,2,2,0,2,1,0,108.4,3616.25,0
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,0,32.55,454.05,0
0,0,1,1,27,1,0,0,0,2,0,2,0,0,1,1,1,67.65,2319.8,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,83.25,144.55,1
0,0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,33.15,270.6,0
0,0,1,1,54,1,2,1,2,2,2,2,2,2,2,1,0,130.35,8477.7,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,33.75,383.65,0
0,0,0,0,45,1,2,0,2,2,2,2,2,0,2,1,1,93.35,4861.45,0
1,0,0,0,10,0,1,0,0,0,0,2,0,0,0,1,1,43.6,810.85,0
0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,3,62.3,297.35,0
1,1,1,0,53,0,1,0,2,2,2,2,0,0,2,0,1,59.85,3353.4,0
0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,2,93.1,79.6,1
0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,42.95,161.45,0
1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,88.25,144.8,0
0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,3,57.3,2106.05,0
0,1,1,0,53,1,0,1,2,2,2,2,2,0,2,1,2,112.9,7168.25,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,58.05,44.55,0
1,0,0,0,21,0,1,0,2,2,0,2,2,0,0,1,1,62.45,1880.85,1
1,0,1,1,2,1,0,2,1,1,1,1,1,1,2,0,3,33.55,400.0,0
0,0,0,0,41,1,2,2,1,1,1,1,1,1,2,0,2,37.95,1493.1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,68.8,196.15,1
0,0,0,0,0,1,2,1,0,0,0,0,2,2,0,0,0,109.15,778.1,1
1,0,0,0,7,1,2,2,1,1,1,1,1,1,1,0,0,38.8,676.35,1
1,0,1,1,53,1,0,0,0,2,0,2,2,2,2,1,1,86.85,5154.5,0
