gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,32.4,42.9,0
0,0,1,1,27,1,0,0,2,0,2,0,2,2,2,0,0,87.2,3254.35,0
0,0,1,1,28,1,0,2,1,1,1,1,1,1,0,0,3,31.6,780.25,0
1,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,0,31.95,1311.75,0
0,0,1,1,7,1,0,1,0,0,2,0,0,0,0,1,1,87.3,1702.9,0
0,0,0,0,14,1,2,1,0,2,2,2,2,2,1,0,1,122.45,3327.05,0
0,0,1,1,0,1,2,0,0,2,0,2,2,2,0,0,1,92.45,1137.05,0
1,0,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,113.1,1504.05,1
1,0,1,0,46,0,1,0,2,2,0,2,0,0,2,1,1,50.6,2345.55,0
1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,42.45,226.45,1
1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,85.75,956.65,0
1,0,0,0,35,1,0,1,2,0,0,0,2,0,1,0,3,98.35,4267.15,0
1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,2,71.45,357.6,0
1,0,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,116.3,5278.15,1
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,88.0,76.0,1
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,102.45,2117.25,0
0,0,1,0,55,1,0,2,1,1,1,1,1,1,2,1,0,32.9,1493.2,0
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,31.25,180.3,1
0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,1,0,37.3,1748.55,0
1,0,0,0,4,1,0,1,2,2,2,2,2,2,0,1,0,120.2,2203.7,0
1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,92.45,950.2,1
1,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,1,108.15,3019.25,1
0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,62.1,709.5,0
0,0,0,0,23,1,0,1,0,0,2,2,0,0,2,1,2,92.45,3201.55,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,32.2,20.2,1
0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,92.3,526.7,1
1,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,0,36.8,1476.25,0
0,0,1,1,26,1,2,1,2,2,0,0,2,0,1,1,1,106.45,3923.8,0
1,0,1,1,49,1,0,2,1,1,1,1,1,1,2,1,1,31.85,1267.05,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,32.05,400.0,0
1,0,1,1,55,1,2,0,2,2,2,2,2,2,2,0,2,102.35,6325.25,0
1,0,1,0,54,1,2,0,2,0,0,2,2,2,2,1,1,88.95,5289.8,0
0,0,1,1,54,1,2,1,2,2,2,2,2,2,2,1,1,125.05,7869.05,0
0,1,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,93.0,371.65,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,81.15,488.65,0
1,0,0,0,56,1,2,0,2,0,2,2,2,2,2,0,1,96.3,5997.1,0
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,82.1,659.65,1
1,0,1,0,0,1,2,1,0,0,2,2,2,2,0,1,2,115.45,1539.8,0
0,0,1,1,56,1,2,0,2,0,2,0,2,0,2,1,0,83.45,5025.85,0
0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,1,2,91.1,246.5,1
1,0,1,0,53,1,2,1,0,2,0,2,2,0,2,1,3,104.45,6460.55,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,57.25,74.2,0
1,0,1,1,56,0,1,0,2,2,2,2,0,2,2,1,1,67.45,4179.2,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,2,0,3,32.65,835.15,0
0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,2,60.8,349.8,0
1,0,0,0,6,1,2,1,0,0,0,0,2,2,0,1,2,107.1,2162.6,0
1,0,1,1,0,0,1,0,2,2,0,2,0,0,2,0,3,52.55,590.35,0
0,0,1,0,0,1,2,1,0,0,0,0,2,2,0,0,2,106.9,273.2,0
0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,31.9,45.75,0
0,0,1,1,44,0,1,0,2,0,2,2,2,2,2,0,1,71.85,3590.2,0
1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,97.65,338.9,1
0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,0,0,31.55,1463.45,0
0,1,1,0,39,1,0,1,0,0,2,2,2,0,2,0,1,100.8,4805.3,0
1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,1,67.5,767.55,0
0,0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,0,32.5,38.25,0
1,0,1,1,42,1,0,0,0,2,0,2,2,2,1,1,1,87.2,4300.8,0
0,1,1,0,42,1,2,1,0,2,0,0,2,2,1,1,0,109.8,5458.8,0
0,0,1,1,7,1,2,2,1,1,1,1,1,1,2,0,3,37.1,611.45,0
1,0,1,1,1,1,0,1,2,0,2,0,2,0,0,1,2,101.4,1539.45,1
1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,41.35,216.45,0
0,0,1,1,0,1,2,0,2,2,0,0,2,0,1,0,2,82.3,676.15,0
1,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,3,82.7,225.65,0
0,0,0,1,19,1,0,2,1,1,1,1,1,1,1,1,1,32.1,644.5,0
1,0,1,1,42,1,0,2,1,1,1,1,1,1,1,1,2,31.55,1108.8,0
0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,3,63.0,286.8,0
0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,1,2,50.5,330.8,0
0,1,1,1,55,1,2,0,2,2,0,0,2,0,1,0,2,81.2,4982.5,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,32.05,267.0,0
0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,92.0,1029.35,0
0,1,0,0,48,1,0,0,2,2,0,2,2,0,2,1,1,82.2,4481.0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,36.9,24.9,0
1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,62.65,50.65,1
0,0,1,0,54,1,2,1,0,0,2,0,2,2,1,1,2,109.65,6982.5,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,58.0,221.7,1
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,83.25,71.25,0
1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,61.75,49.75,0
1,0,1,0,56,1,2,0,2,2,2,2,2,2,2,1,1,102.25,6369.45,0
0,0,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2,101.15,1057.55,0
1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,67.15,159.15,1
0,0,1,1,53,1,0,2,1,1,1,1,1,1,2,0,0,32.15,1337.5,0
0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,87.3,1147.45,1
0,1,0,0,24,1,0,1,2,2,0,0,0,0,0,1,1,91.2,3233.85,1
1,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,1,97.7,256.75,0
0,0,0,0,19,1,0,0,0,0,2,0,0,2,0,1,2,74.1,2096.1,0
1,0,1,1,43,1,0,0,2,2,2,2,2,2,2,1,2,98.75,5186.0,0
0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,2,97.25,2287.25,1
1,0,1,1,42,1,0,1,0,2,0,0,2,2,0,1,2,104.85,5305.05,0
1,0,1,1,9,1,0,1,0,0,0,2,2,0,0,0,2,97.9,2199.05,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,81.4,69.4,1
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,81.7,560.85,1
0,0,1,0,37,1,2,1,0,2,0,0,2,2,0,1,1,110.4,5149.5,1
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,81.35,451.1,1
0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,93.1,576.65,1
1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,1,3,68.3,628.65,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,31.75,297.3,1
1,1,0,0,29,1,0,0,2,0,2,0,0,2,1,0,1,74.7,2791.5,1
1,0,1,1,0,1,0,0,2,0,0,0,2,2,0,0,1,81.7,516.15,0
1,0,1,0,51,1,2,0,2,2,2,2,0,0,2,0,1,82.9,4677.1,0
0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,97.2,474.8,1
1,0,0,0,46,1,2,1,0,0,2,0,2,2,1,1,2,108.75,6125.4,1
0,0,0,0,37,1,2,1,2,0,2,0,2,2,1,1,1,118.95,5785.5,1
0,0,1,0,53,1,2,1,0,0,2,2,2,2,2,0,0,117.35,7240.65,0
1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,86.65,383.65,0
1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,62.4,137.25,0
0,0,1,1,39,1,2,1,2,0,0,0,2,2,1,0,3,112.9,5448.6,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,81.95,69.95,1
0,0,1,1,43,1,2,0,2,0,2,2,2,0,2,1,3,88.45,4519.5,0
1,1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,98.6,1281.0,1
1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,2,31.2,239.0,0
0,0,0,0,17,1,2,1,0,2,2,0,2,2,0,0,2,119.55,3645.5,0
0,1,0,0,10,1,2,1,2,2,0,0,0,2,0,1,2,107.0,2497.2,1
0,0,1,0,33,0,1,0,2,0,0,0,2,0,0,0,0,52.65,2070.75,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,31.9,1389.35,0
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,81.75,1729.35,0
0,0,1,1,0,1,0,0,0,2,2,2,2,2,0,0,0,88.5,1155.6,0
0,0,0,0,45,1,2,0,0,2,2,2,2,2,2,0,1,100.65,5321.25,0
0,1,0,0,33,1,0,1,0,2,2,0,0,2,1,1,0,101.85,4287.2,0
0,0,1,1,56,1,0,0,2,2,2,2,2,2,2,0,0,97.3,6129.2,0
0,0,0,0,49,1,2,1,2,2,0,2,0,0,1,1,2,101.85,5844.65,0
0,0,1,1,51,1,2,1,2,0,0,2,2,2,2,0,1,118.7,7009.5,0
1,0,0,1,5,1,0,2,1,1,1,1,1,1,2,0,3,31.6,397.0,0
0,0,1,1,42,1,2,1,2,2,0,0,0,2,0,1,0,105.4,5435.6,1
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,82.2,70.2,0
0,0,1,0,55,1,0,0,2,0,2,2,2,2,2,0,0,93.85,5924.4,0
1,0,0,0,14,1,2,1,2,2,2,0,0,0,1,0,0,102.4,2820.65,0
1,0,1,0,17,1,2,1,0,2,2,0,0,2,0,1,2,105.35,3092.0,0
0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,76.9,716.1,0
1,0,1,1,35,1,0,0,2,0,0,2,2,2,1,1,0,88.4,3966.3,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,31.9,33.7,0
0,1,1,0,56,1,2,1,2,2,2,2,2,2,2,1,1,128.75,8277.05,0
0,0,1,0,55,1,2,2,1,1,1,1,1,1,2,0,3,35.85,1672.1,0
1,1,0,0,48,1,2,1,2,2,0,0,2,2,0,1,0,115.5,6548.65,0
0,0,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,111.5,1056.95,1
0,0,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,107.95,1745.5,0
0,0,1,1,30,1,2,1,2,0,2,2,0,2,2,0,3,111.65,4630.2,0
0,0,0,1,19,1,0,0,2,2,0,0,0,0,1,0,1,67.6,2016.45,0
0,0,1,1,26,1,2,2,1,1,1,1,1,1,2,0,2,34.95,1014.25,0
1,0,1,1,31,1,2,2,1,1,1,1,1,1,2,0,3,36.55,1160.45,0
1,1,1,0,0,0,1,0,0,2,0,0,2,0,0,0,2,52.2,40.2,1
1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,1,2,32.35,1359.5,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,82.95,137.95,1
0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,93.95,81.95,1
0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,41.7,91.7,1
0,0,1,1,18,1,0,2,1,1,1,1,1,1,1,1,0,32.1,682.1,0
1,0,0,0,54,0,1,0,2,0,2,2,0,2,2,0,0,60.4,3442.8,0
1,0,1,1,0,1,0,1,0,0,2,0,2,2,0,1,3,108.65,1162.85,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,57.1,45.1,1
0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,91.75,164.5,1
0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,3,62.7,350.35,0
0,0,0,0,0,1,2,2,1,1,1,1,1,1,0,1,3,37.75,25.75,0
1,0,0,0,0,1,2,1,0,0,0,2,2,2,0,0,2,112.75,1313.25,0
