gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,1,0,25,1,0,1,0,0,0,0,0,0,0,1,0,81.25,2575.45,0
0,1,0,0,57,1,2,1,2,0,2,2,2,2,2,0,1,119.25,7467.55,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,27.95,185.6,1
1,0,1,1,40,1,0,2,1,1,1,1,1,1,1,1,1,29.85,1071.6,0
1,0,1,0,5,1,0,1,0,0,2,0,2,2,1,1,0,105.65,1588.25,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,1,29.1,302.45,0
0,0,1,0,58,1,2,1,0,0,2,2,2,2,2,1,0,113.3,7188.5,0
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,79.4,147.15,1
0,1,1,0,50,1,2,1,0,2,2,0,2,0,1,1,1,106.95,5936.55,0
0,0,0,0,47,1,2,1,2,2,2,0,0,2,0,1,0,108.45,5623.7,0
1,1,0,0,23,1,0,0,0,0,2,2,2,2,1,1,2,82.0,2471.25,0
0,1,1,0,42,1,0,1,0,0,2,2,2,2,1,1,2,108.1,5437.1,0
0,0,1,0,48,1,0,1,2,0,0,2,2,2,2,1,2,106.2,5611.75,0
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,78.75,69.75,1
0,0,1,1,11,1,2,2,1,1,1,1,1,1,2,1,1,34.6,514.75,0
0,0,1,1,0,1,0,0,2,2,0,0,0,0,0,0,3,63.65,482.25,0
0,0,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,106.95,384.5,1
0,0,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,109.85,399.25,0
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,28.45,1378.45,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,28.95,19.95,0
0,0,0,1,7,1,2,0,2,2,0,2,2,0,0,1,3,84.9,1375.6,0
1,1,1,0,60,1,2,1,0,2,2,2,2,2,2,1,0,118.75,7932.5,0
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,84.55,413.65,1
0,0,0,0,34,1,0,0,0,0,2,2,0,0,2,0,1,63.35,2460.15,1
0,0,0,0,42,1,0,1,2,2,0,0,2,2,1,1,1,109.05,5299.65,0
1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,59.25,593.75,1
1,0,0,0,0,1,0,1,0,0,0,2,2,2,0,1,0,104.9,827.45,0
1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,83.95,308.7,1
0,1,0,0,3,1,0,1,0,2,0,0,0,0,0,1,1,84.3,1147.45,1
1,0,0,0,55,1,0,0,2,0,2,0,0,2,2,0,0,74.55,4361.55,0
0,0,1,1,38,1,0,1,0,0,0,0,0,0,0,1,0,78.75,3557.7,0
1,0,0,1,15,1,0,2,1,1,1,1,1,1,2,0,3,29.6,581.85,0
0,0,0,0,38,0,1,0,0,2,2,2,0,0,2,0,1,48.7,1932.75,0
0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,1,29.25,1566.9,0
1,1,1,0,5,1,2,1,0,0,2,0,2,2,0,1,1,109.45,1622.45,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,29.85,161.65,0
0,0,0,0,44,1,2,1,0,2,2,0,2,2,1,1,2,115.8,5914.4,0
0,0,1,0,32,1,0,0,2,2,2,0,0,0,1,1,3,70.5,2722.2,0
1,0,0,0,19,1,2,0,0,2,0,2,2,0,0,1,2,80.05,2168.15,0
1,0,0,0,8,1,0,2,1,1,1,1,1,1,2,1,3,28.7,419.4,0
1,0,1,1,60,1,2,2,1,1,1,1,1,1,2,0,0,33.3,1643.25,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,29.15,238.15,0
1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,0,82.85,1284.2,1
1,1,1,0,18,1,2,1,2,2,2,2,2,0,0,1,0,114.7,3181.8,0
1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,84.4,533.05,0
1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,2,84.35,75.35,1
1,0,1,0,5,0,1,0,2,0,2,0,0,0,0,0,3,43.4,592.75,0
0,0,1,1,60,1,2,1,2,2,0,0,2,0,2,1,0,104.9,6954.15,0
1,0,0,0,50,1,2,2,1,1,1,1,1,1,2,0,0,32.4,1429.65,0
0,0,1,1,7,1,2,2,1,1,1,1,1,1,2,1,0,33.9,467.7,0
0,1,0,0,57,1,2,1,2,0,2,2,2,2,2,0,1,119.25,7467.55,0
0,0,1,1,37,1,2,0,0,2,0,2,2,2,2,0,0,88.3,3902.45,0
1,0,0,0,28,1,0,0,0,0,0,2,0,0,0,1,2,60.1,2092.9,0
0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,28.7,1415.85,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,52.8,43.8,0
1,1,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,69.25,662.95,0
1,1,1,0,40,1,0,1,2,0,2,2,2,2,1,1,0,113.45,5481.25,0
1,0,0,1,28,0,1,0,2,2,0,2,0,0,1,0,3,49.25,1564.05,0
0,0,1,1,5,1,0,1,2,0,0,2,2,0,0,0,2,100.85,1574.45,1
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,58.2,103.7,0
0,1,1,0,56,1,2,1,0,2,0,0,2,2,0,1,2,109.2,6851.65,1
1,0,0,0,36,1,2,1,0,2,2,0,2,2,1,1,1,115.1,5082.8,1
1,0,1,1,13,1,0,1,0,0,0,2,2,0,0,0,2,94.9,2199.05,0
1,0,1,1,41,1,2,0,0,0,2,2,2,2,1,1,3,87.75,3942.45,0
0,0,1,1,32,1,2,1,0,2,2,0,0,2,1,0,2,103.4,4295.35,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,79.9,70.9,1
1,1,1,0,43,1,2,1,0,0,0,0,0,0,0,1,2,83.0,4052.4,0
1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,64.7,55.7,1
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,29.05,20.05,0
0,1,0,0,6,1,0,1,0,2,0,0,0,0,0,1,2,83.7,1294.6,0
0,0,1,1,44,1,2,0,2,2,2,2,2,0,2,0,1,90.25,4620.4,0
1,0,0,0,0,1,0,1,2,2,0,0,2,2,0,0,2,109.2,198.5,0
1,1,1,0,57,1,2,1,0,2,2,2,2,2,2,1,0,117.4,7318.2,1
0,0,0,0,11,1,2,0,2,0,0,0,0,0,0,0,2,63.4,1249.25,0
1,0,0,0,0,1,2,0,0,0,0,0,2,2,0,1,1,81.15,794.25,1
1,0,1,1,36,1,2,1,2,2,2,2,2,2,2,0,1,120.8,5443.65,0
0,0,1,1,10,1,0,0,0,2,0,0,2,2,1,1,0,78.5,1498.2,1
1,0,1,0,35,1,2,1,0,0,0,0,2,2,1,1,1,104.2,4563.0,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,28.0,73.45,0
1,0,1,1,28,1,0,2,1,1,1,1,1,1,2,0,3,28.6,808.95,0
1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,1,3,79.35,2552.9,0
1,0,1,1,22,1,0,1,0,0,0,0,2,0,0,0,2,87.3,2564.3,1
1,0,1,1,58,1,0,0,2,2,2,0,2,2,2,1,1,89.15,5600.15,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34.25,25.25,0
1,0,0,0,0,1,2,1,0,0,0,0,2,2,0,0,3,104.0,655.5,1
0,0,1,1,43,1,2,0,2,0,2,2,2,2,2,1,0,94.1,4657.95,0
0,1,1,0,53,1,2,1,0,2,2,0,2,2,1,1,2,115.25,6979.8,1
1,1,0,0,55,1,2,1,0,0,2,0,2,2,0,1,1,110.4,6841.05,0
1,0,1,1,13,1,0,1,0,2,0,0,0,0,0,1,2,84.5,1901.05,0
0,0,1,1,18,0,1,0,0,0,0,2,2,2,0,0,1,60.2,1561.5,1
0,0,1,0,53,1,0,0,0,0,0,2,2,0,2,1,1,68.8,3808.2,0
1,0,0,0,40,1,2,0,2,2,2,2,2,2,2,1,3,98.25,4652.4,0
1,0,1,1,22,0,1,0,0,0,0,2,2,0,2,1,2,49.55,1325.85,0
1,0,0,0,0,1,0,1,0,0,2,0,2,2,0,0,2,103.95,178.1,1
1,0,1,1,60,1,2,0,2,2,2,2,2,0,2,1,0,89.85,5727.45,0
0,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,3,29.35,1267.0,0
0,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,3,28.85,1070.5,0
1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,3,63.8,452.8,0
1,0,0,0,39,0,1,0,2,0,0,2,0,2,0,1,1,53.45,2181.55,0
0,0,0,1,1,1,0,0,0,0,2,2,0,0,0,0,3,62.45,718.1,0
0,0,0,0,12,1,2,1,0,2,2,0,2,2,0,1,2,113.15,2494.65,0
0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,2,83.4,139.4,1
0,0,1,0,27,1,0,1,2,0,2,2,2,2,1,1,1,113.7,4134.85,1
0,1,0,0,10,1,0,0,2,0,2,2,0,2,0,1,3,78.75,1545.4,0
1,0,1,1,60,1,2,2,1,1,1,1,1,1,2,0,1,33.1,1734.65,0
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,64.45,55.45,0
0,0,1,0,59,1,2,2,1,1,1,1,1,1,2,1,0,33.65,1710.15,0
0,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,78.25,1554.0,1
0,1,1,0,25,1,0,1,0,0,2,2,2,0,0,0,2,99.0,3371.75,0
0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,3,59.85,466.6,0
0,0,0,1,38,1,0,0,2,0,2,2,2,0,1,1,1,79.8,3478.15,0
0,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,29.65,134.05,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,79.3,220.4,0
0,0,1,1,0,1,0,1,0,0,2,0,2,2,0,1,2,103.2,777.3,1
0,1,1,0,32,1,0,1,2,2,0,2,0,0,0,1,2,94.15,3670.5,0
0,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,0,97.8,2274.35,1
1,0,0,0,4,1,0,1,0,0,0,2,0,0,0,1,1,83.55,1170.5,0
1,0,0,1,29,1,0,1,2,2,2,2,2,2,2,1,2,120.15,4507.15,0
1,0,1,0,54,1,2,0,0,0,0,2,0,2,0,0,2,72.85,4264.6,0
1,0,0,0,14,1,2,1,0,0,0,2,0,0,0,1,2,89.5,2088.8,1
1,1,0,0,55,1,2,2,1,1,1,1,1,1,2,0,1,34.1,1672.15,0
1,0,1,1,16,1,0,1,0,2,2,0,2,2,1,0,0,109.35,2799.0,0
1,1,1,0,20,1,2,1,0,0,2,2,2,2,0,1,2,113.9,3351.55,1
0,0,0,0,26,1,0,1,2,2,2,0,0,0,0,1,1,92.9,3233.6,1
0,0,1,1,12,0,1,0,2,2,2,0,2,2,1,0,2,66.6,1367.75,0
0,0,0,0,0,1,2,1,0,0,2,0,2,2,0,1,0,109.15,1164.3,1
0,0,1,0,40,1,0,0,2,0,2,0,2,0,1,1,3,73.3,3410.6,0
0,0,1,1,5,1,2,2,1,1,1,1,1,1,0,0,3,33.1,409.9,1
0,0,1,1,60,1,2,0,2,2,2,2,0,2,2,0,0,89.85,5824.75,0
1,0,1,1,14,1,0,2,1,1,1,1,1,1,2,1,1,28.15,515.75,0
1,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,28.75,309.35,0
