gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,1,62,1,2,0,2,2,2,2,2,2,2,1,1,96.15,6237.05,0
0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,85.8,1001.2,0
0,0,0,0,40,1,2,0,0,2,2,2,2,0,1,1,0,79.85,3581.4,0
1,0,0,0,24,1,2,1,2,0,0,2,0,0,0,0,0,93.65,2766.4,0
0,1,1,1,53,1,2,0,0,0,2,0,2,0,1,1,2,71.2,3965.05,0
1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,31.15,331.85,0
0,1,1,0,43,1,2,1,2,0,0,0,0,0,0,1,2,83.5,3807.35,1
1,0,0,1,3,1,2,1,0,0,2,0,0,0,0,1,3,84.0,851.8,0
1,0,1,1,27,1,0,1,0,2,0,2,2,0,1,1,2,95.7,3165.6,0
0,0,0,0,23,1,0,1,2,0,2,2,0,0,0,0,2,93.6,2724.25,0
0,0,0,1,10,1,2,0,2,0,0,0,0,2,0,0,2,70.8,1166.7,0
0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,80.9,74.9,1
1,0,0,0,37,1,0,0,2,0,0,0,0,0,0,1,0,56.9,2298.55,0
1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,79.65,73.65,1
0,0,0,0,34,1,0,2,1,1,1,1,1,1,1,1,3,26.65,958.1,0
1,0,1,1,46,1,2,2,1,1,1,1,1,1,2,1,0,30.05,1230.9,0
1,1,1,0,38,1,2,1,0,0,2,0,2,2,0,1,2,104.85,4564.9,0
0,0,0,0,4,1,0,1,0,0,2,0,2,2,0,1,2,102.0,1062.1,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,76.6,70.6,1
0,0,0,0,22,1,2,0,2,0,2,0,2,2,1,1,1,85.3,2427.1,0
1,0,1,1,1,1,2,1,0,2,2,0,2,2,0,1,1,108.6,897.75,0
0,1,0,0,6,0,1,0,0,0,0,0,2,2,0,1,2,52.35,672.7,0
0,0,0,0,55,1,2,1,0,2,0,0,2,2,2,0,0,103.45,6253.0,0
1,0,0,1,54,1,0,0,2,2,0,0,0,0,1,0,0,62.15,3487.95,0
1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,61.25,55.25,0
1,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,31.75,1864.2,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,50.25,313.45,0
0,0,1,1,51,1,2,2,1,1,1,1,1,1,2,0,3,31.45,1534.05,0
1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,80.65,301.4,1
1,0,1,0,40,1,2,0,0,2,2,0,0,2,1,1,1,76.55,3420.5,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,25.25,864.2,0
1,0,1,0,64,1,2,1,2,2,2,0,2,2,2,1,2,115.65,7880.25,0
1,1,1,0,38,1,2,1,0,0,2,0,2,2,0,1,2,104.85,4564.9,0
0,0,1,1,15,1,2,2,1,1,1,1,1,1,2,1,1,31.6,514.75,0
0,1,1,0,64,1,2,1,2,2,2,2,2,2,2,1,0,120.85,8317.95,0
0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,26.85,72.0,0
0,0,0,0,47,1,0,0,0,2,2,0,0,2,2,1,3,70.75,3617.1,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,0,3,25.95,310.6,0
0,0,0,0,43,0,1,0,0,2,2,0,2,2,1,1,1,62.4,2928.5,0
0,0,0,0,55,1,0,1,0,0,2,2,2,0,1,1,1,96.05,5817.0,0
0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,3,81.05,202.9,0
0,0,1,1,64,0,1,0,2,2,2,2,0,2,2,0,1,61.65,3880.05,0
1,1,1,0,64,1,2,0,2,2,2,0,2,2,2,1,1,90.1,5981.65,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,26.5,104.3,0
0,0,1,0,57,1,0,0,2,0,2,2,0,0,2,0,1,64.9,3857.1,0
1,1,1,0,9,1,0,1,0,2,0,0,0,0,0,1,2,82.45,1233.4,1
0,0,1,0,27,1,0,0,2,0,0,0,2,0,1,1,0,68.15,2215.45,0
1,0,1,0,36,1,0,1,0,0,0,0,2,2,1,1,0,96.65,3974.15,0
1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,55.75,49.75,0
0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,25.65,164.3,1
1,0,1,0,39,1,2,1,0,2,2,0,0,0,0,1,0,89.35,4065.0,1
1,0,0,0,4,1,0,1,2,0,2,0,0,0,0,0,0,87.7,858.6,1
1,0,0,0,37,1,0,1,2,2,2,2,2,2,1,0,1,118.2,5031.85,0
0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,1,2,65.1,369.25,0
0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,97.5,1400.3,0
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,80.55,622.9,1
1,0,0,0,10,0,1,0,0,2,2,0,0,0,0,1,1,39.5,600.0,1
1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,80.35,74.35,1
0,0,1,0,20,1,0,2,1,1,1,1,1,1,0,0,3,26.5,563.05,0
1,0,1,0,41,1,0,1,0,2,0,0,2,0,0,1,1,91.3,4297.95,0
1,0,1,0,34,1,2,1,0,2,2,0,2,0,0,1,0,101.25,3959.35,1
1,1,1,0,64,1,2,1,0,2,2,2,2,2,2,0,1,115.7,7898.45,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,50.65,472.25,0
1,0,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,85.35,1730.35,1
1,0,1,1,11,1,0,1,0,2,0,2,2,2,1,0,0,106.0,1888.65,1
0,0,1,0,53,1,2,1,0,0,0,2,2,2,1,0,0,107.15,6383.9,0
0,1,1,0,64,1,2,0,2,2,2,2,2,2,2,0,1,95.1,6352.4,0
0,0,1,1,50,1,2,2,1,1,1,1,1,1,1,1,1,30.5,1497.9,0
1,0,1,1,1,1,0,1,0,2,0,2,2,2,0,1,2,107.5,906.85,0
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,76.85,70.85,1
0,0,1,1,61,1,2,1,0,2,2,0,2,2,0,1,2,109.95,7446.9,1
0,1,0,0,6,1,0,1,2,2,0,0,0,0,0,0,2,84.85,1043.8,0
0,1,0,0,44,0,1,0,0,2,2,2,2,0,0,1,2,56.5,2566.3,0
1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,3,96.7,237.65,0
0,0,1,1,62,1,2,1,0,2,2,2,2,2,2,1,2,116.2,7689.8,0
1,1,1,0,36,1,2,1,0,2,0,0,0,2,1,0,3,94.4,3912.9,1
0,0,1,0,19,1,0,1,0,2,0,0,0,0,0,1,2,82.1,2093.4,0
1,0,1,1,0,0,1,0,2,2,2,0,2,2,0,0,3,64.85,465.7,0
1,0,1,0,59,1,0,0,2,2,0,2,0,2,2,1,1,75.2,4671.65,0
0,0,1,0,34,1,0,1,0,0,2,2,2,2,2,1,1,105.0,4135.0,0
0,1,1,0,64,1,2,2,1,1,1,1,1,1,2,1,1,31.7,1937.4,0
1,0,1,0,1,1,0,1,0,2,2,2,2,0,0,1,3,100.85,890.6,1
0,0,0,1,17,0,1,0,2,0,0,2,0,0,2,0,0,41.05,844.45,0
0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,25.9,550.1,0
0,0,1,0,41,1,0,2,1,1,1,1,1,1,1,0,1,26.7,1032.05,0
1,0,1,0,23,1,0,0,0,0,2,2,0,2,0,1,1,72.4,2019.8,0
0,0,1,0,51,1,2,1,2,2,2,0,2,2,1,1,1,115.15,6557.75,0
1,0,1,0,21,1,2,1,2,2,0,0,0,0,0,1,2,90.45,2467.1,1
1,0,0,0,46,1,0,1,2,0,2,0,2,0,0,0,3,95.8,4667.0,0
1,1,1,0,61,1,2,1,0,2,2,0,0,2,0,1,0,101.35,6382.0,0
1,0,1,1,64,1,2,0,2,2,2,2,2,2,2,1,1,96.6,6441.85,0
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,81.0,209.1,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,25.6,59.75,1
0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,81.5,637.4,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,75.85,515.45,0
1,0,0,0,48,1,2,2,1,1,1,1,1,1,2,1,0,31.95,1444.05,0
0,0,1,0,56,1,0,1,2,0,2,0,2,2,2,1,0,105.0,6375.8,0
1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,56.75,50.75,1
1,0,0,0,43,1,2,0,2,0,0,2,0,0,1,0,1,65.9,3043.6,0
1,0,1,1,56,1,2,1,0,2,2,2,2,2,2,1,1,115.2,6741.15,0
0,0,1,0,29,1,0,2,1,1,1,1,1,1,1,1,0,25.85,717.5,0
1,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,31.4,1797.1,0
0,0,0,0,59,1,2,2,1,1,1,1,1,1,2,1,3,32.1,1759.55,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,51.3,45.3,1
0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,1,1,25.65,478.1,0
0,0,0,0,33,1,0,2,1,1,1,1,1,1,0,0,2,26.45,775.6,0
0,1,1,1,0,1,0,1,2,0,0,2,2,0,0,1,3,94.3,273.75,1
0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,1,2,82.6,893.0,0
0,0,1,0,56,1,0,2,1,1,1,1,1,1,2,0,1,25.45,1208.6,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,36.9,59.05,1
0,0,0,0,9,1,0,2,1,1,1,1,1,1,1,0,3,26.15,353.65,0
0,1,0,0,48,1,2,1,0,2,2,0,2,2,1,1,0,110.75,5510.65,1
0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,0,0,84.1,947.3,1
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,25.65,100.9,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,25.85,108.05,1
1,0,0,0,63,1,2,1,2,0,2,2,2,2,2,1,2,114.05,7532.15,1
1,0,1,1,63,1,0,1,2,2,2,2,2,0,2,0,1,106.2,7209.0,0
0,0,1,1,39,0,1,0,2,2,2,0,2,2,2,1,1,66.0,2768.65,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,51.8,45.8,0
0,0,0,0,22,1,2,1,0,0,2,0,2,2,0,0,2,106.45,3096.9,0
