gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.5,6479.4,0
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25,1
1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,39.9,2020.9,0
0,0,1,0,37,1,2,0,0,2,0,2,0,2,1,0,3,72.1,2658.4,0
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,5610.25,1
1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,58.85,465.7,0
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,2,109.95,7634.25,0
0,0,0,1,48,0,1,0,0,2,2,0,0,2,0,0,1,45.55,2108.35,0
0,0,1,1,67,1,2,0,2,2,0,2,2,0,2,0,1,74.0,4868.4,0
0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,1,3,31.0,95.05,1
1,0,1,1,19,1,0,0,2,0,0,0,0,0,1,1,0,48.95,955.6,0
1,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,3,19.8,304.6,0
1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,23.6,89.05,0
1,0,0,1,33,1,2,1,2,0,2,0,0,2,0,1,0,95.3,3275.15,0
1,0,1,1,51,1,0,0,2,2,0,2,0,0,2,0,1,60.5,3121.45,0
0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,79.0,303.15,1
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1663.5,0
1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,6547.7,1
1,0,0,0,43,1,2,1,0,0,0,0,0,0,0,1,1,75.35,3161.4,0
0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,0
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.2,609.05,0
0,0,1,0,55,1,2,1,0,2,0,0,0,0,0,1,1,77.75,4266.4,0
0,0,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.05,741.5,0
0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,163.55,0
1,0,1,0,21,1,2,1,0,2,2,2,2,2,0,1,2,111.2,2317.1,1
1,0,1,1,32,1,0,2,1,1,1,1,1,1,0,1,1,19.45,674.55,0
1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,770.6,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,1
1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,5375.15,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,331.6,0
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,331.9,1
0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,1112.3,0
0,1,0,0,31,1,0,1,2,0,0,0,0,0,0,1,1,73.55,2094.65,0
1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,25.45,958.45,0
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,110.85,7491.75,1
0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,407.05,0
0,0,1,1,65,1,2,1,2,0,2,0,2,2,2,1,1,104.3,6725.3,0
0,0,0,0,30,1,0,0,2,0,0,0,0,0,0,1,3,48.8,1536.75,0
0,0,1,1,55,1,0,0,2,2,0,0,0,0,0,0,2,55.7,3131.8,0
1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,77.85,3365.85,1
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1709.1,0
0,0,1,0,33,0,1,0,2,0,2,2,2,2,2,0,0,59.55,2016.3,0
1,1,1,0,63,0,1,0,2,0,0,2,0,0,1,0,0,36.1,2298.9,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.25,19.25,0
0,1,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,84.6,360.1,1
1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,89.85,244.45,0
0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,1,20.35,335.95,0
0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,1329.15,0
0,1,0,0,1,1,0,1,0,0,2,0,0,2,0,1,2,85.0,85.0,1
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,7542.25,0
0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,2,48.85,736.8,0
1,0,1,1,33,1,0,0,0,2,2,2,2,2,2,0,1,82.1,2603.1,0
0,0,0,0,72,1,2,0,2,2,2,2,2,2,2,1,0,91.35,6697.2,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55,1
0,0,0,0,28,0,1,0,0,0,2,2,0,0,0,1,3,35.75,961.4,0
0,0,0,0,37,1,2,1,0,2,2,0,2,2,0,1,0,101.9,3545.35,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1
0,0,1,1,69,1,2,0,2,2,0,2,2,0,1,0,1,73.7,4885.85,0
1,0,1,1,66,0,1,0,0,2,2,0,2,2,2,1,1,56.75,3708.4,0
0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,608.5,0
1,0,1,0,15,1,0,2,1,1,1,1,1,1,1,0,3,18.8,294.95,0
1,0,1,1,29,1,0,0,0,0,2,2,2,2,2,0,3,75.55,2054.4,0
0,0,1,1,14,1,0,0,2,2,0,2,0,0,0,0,0,59.45,780.85,0
1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,103.95,5231.3,0
0,0,1,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,146.3,1
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,1005.7,0
0,0,1,0,24,1,2,1,0,0,0,0,0,0,0,1,1,75.4,1747.85,1
1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1,1
1,0,0,1,43,0,1,0,2,2,2,0,0,0,0,1,2,40.45,1912.85,0
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,2011.4,1
1,0,1,1,60,1,0,0,2,2,2,0,0,0,2,0,0,60.5,3694.45,0
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35,0
0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.6,93.45,0
0,0,1,1,72,0,1,0,2,0,2,0,2,2,2,1,1,53.8,3952.45,0
0,0,1,1,35,1,0,1,2,0,2,2,2,2,0,1,2,106.9,3756.45,0
0,1,0,0,26,1,2,1,0,2,0,0,2,0,0,1,2,89.15,2277.65,1
1,1,1,1,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,5794.65,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,1
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,0
0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,305.55,1
0,0,1,1,67,1,0,1,2,2,2,0,0,0,1,0,0,84.8,5598.3,0
1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,5485.5,1
1,0,1,1,72,1,2,1,0,2,2,2,0,0,2,0,0,90.45,6565.85,0
0,0,1,1,11,1,0,0,2,0,0,0,0,0,0,0,0,51.0,581.7,0
0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,4310.35,0
1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.8,607.7,0
0,0,0,0,6,1,2,1,0,0,0,0,2,2,0,1,0,93.55,536.4,1
0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,349.65,1
1,0,1,0,14,1,2,0,0,0,0,2,2,0,0,1,1,66.6,979.5,0
1,0,0,0,4,1,0,0,0,0,0,2,2,0,0,1,2,61.3,249.4,0
0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,1
1,0,0,0,11,1,0,0,0,2,0,0,2,0,1,1,2,61.25,729.95,0
0,0,0,1,26,1,0,1,0,2,2,2,2,2,2,1,2,105.45,2715.3,0
0,0,0,0,53,1,0,1,0,2,2,2,0,2,1,1,1,94.45,5042.75,0
1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,85.65,4824.45,0
0,0,1,1,25,1,0,2,1,1,1,1,1,1,2,0,3,20.1,486.05,0
1,0,0,0,24,1,0,1,0,0,0,0,2,2,0,1,2,90.35,2238.5,1
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4,1
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,2,19.95,907.05,0
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,85.8,85.8,1
1,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,98.35,2515.3,1
1,0,1,1,38,1,2,1,0,0,2,2,2,0,2,1,0,94.9,3616.25,0
1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,832.3,0
0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1046.1,1
